theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-08,2265.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-07,2307.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-06,2344.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-05,2345.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-04,2354.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-03,2386.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-02,2392.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-10-01,2380.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-30,2330.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-29,2276.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-28,2213.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-27,2142.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-26,2031.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-25,1925.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-24,1834.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-23,1777.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-22,1743.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-21,1694.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-20,1652.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-19,1599.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-18,1560.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-17,1545.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-16,1541.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-15,1544.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-14,1573.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-13,1599.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-12,1647.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-11,1678.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-10,1699.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-09,1707.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-08,1706.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-07,1701.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-06,1663.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-05,1610.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-04,1535.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-03,1409.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-02,1304.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-09-01,1237.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-31,1161.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-30,1111.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-29,1055.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-28,1028.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-27,1041.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-26,1050.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-25,1049.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-24,1050.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-23,1043.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-22,1039.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-21,1027.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-20,1015.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-19,1017.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-18,1018.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-17,1007.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-16,999.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-15,994.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-14,994.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-13,983.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-12,962.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-11,937.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-10,916.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-09,890.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-08,860.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-07,825.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-06,800.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-05,789.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-04,782.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-03,761.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-02,736.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-08-01,707.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-31,678.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-30,647.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-29,611.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-28,580.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-27,554.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-26,535.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-25,513.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-24,494.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-23,475.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-22,459.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-21,448.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-20,433.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-19,422.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-18,415.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-17,405.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-16,400.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-15,401.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-14,397.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-13,398.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-12,384.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-11,373.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-10,353.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-09,337.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-08,319.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-07,305.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-06,289.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-05,280.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-04,273.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-03,271.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-02,265.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-07-01,271.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-30,278.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-29,286.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-28,299.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-27,310.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-26,324.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-25,340.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-24,347.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-23,358.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-22,365.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-21,371.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-20,384.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-19,400.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-18,423.8600
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-17,447.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-16,454.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-15,473.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-14,500.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-13,531.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-12,567.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-11,598.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-10,612.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-09,625.5700
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-08,641.1400
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-07,655.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-06,673.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-05,677.0000
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-04,668.4300
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-03,665.7100
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-02,679.2900
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_countRollingMean,all,all,default,2023,2023-06-01,697.8600
